0,0.52573109,0.85065079
0,-0.52573109,0.85065079
0.52573109,0.85065079,0
-0.52573109,0.85065079,0
0.85065079,0,0.52573109
0.85065079,0,-0.52573109
0,0,1
0.5,-0.309017,0.809017
0.5,0.309017,0.809017
-0.5,-0.309017,0.809017
-0.5,0.309017,0.809017
0.309017,0.809017,0.5
0,1,0
-0.309017,0.809017,0.5
0.809017,0.5,0.309017
-0.809017,0.5,0.309017
-0.309017,-0.809017,0.5
0.309017,-0.809017,0.5
-0.809017,-0.5,0.309017
0.809017,-0.5,0.309017
1,0,0
0,0.27326652,0.96193838
0,-0.27326652,0.96193838
0.2598919,-0.43388855,0.86266845
0.70204645,-0.16062205,0.69378048
0.2598919,0.43388855,0.86266845
0.70204645,0.16062205,0.69378048
-0.2598919,-0.43388855,0.86266845
-0.70204645,-0.16062205,0.69378048
-0.2598919,0.43388855,0.86266845
-0.70204645,0.16062205,0.69378048
0.16062205,0.69378048,0.70204645
0.43388855,0.86266845,0.2598919
0.27326652,0.96193838,0
-0.27326652,0.96193838,0
-0.16062205,0.69378048,0.70204645
-0.43388855,0.86266845,0.2598919
0.69378048,0.70204645,0.16062205
0.86266845,0.2598919,0.43388855
-0.69378048,0.70204645,0.16062205
-0.86266845,0.2598919,0.43388855
-0.16062205,-0.69378048,0.70204645
-0.43388855,-0.86266845,0.2598919
0.16062205,-0.69378048,0.70204645
0.43388855,-0.86266845,0.2598919
-0.69378048,-0.70204645,0.16062205
-0.86266845,-0.2598919,0.43388855
0.69378048,-0.70204645,0.16062205
0.86266845,-0.2598919,0.43388855
0.96193838,0,0.27326652
0.96193838,0,-0.27326652
0.26286557,-0.16245985,0.95105654
0.52573109,0,0.85065079
0.26286557,0.16245985,0.95105654
-0.26286557,-0.16245985,0.95105654
-0.52573109,0,0.85065079
-0.26286557,0.16245985,0.95105654
0.16245985,0.95105654,0.26286557
-0.16245985,0.95105654,0.26286557
0,0.85065079,0.52573109
0.58778524,0.68819094,0.42532539
0.68819094,0.42532539,0.58778524
0.42532539,0.58778524,0.68819094
-0.58778524,0.68819094,0.42532539
-0.68819094,0.42532539,0.58778524
-0.42532539,0.58778524,0.68819094
-0.16245985,-0.95105654,0.26286557
0.16245985,-0.95105654,0.26286557
0,-0.85065079,0.52573109
-0.58778524,-0.68819094,0.42532539
-0.68819094,-0.42532539,0.58778524
-0.42532539,-0.58778524,0.68819094
0.58778524,-0.68819094,0.42532539
0.68819094,-0.42532539,0.58778524
0.42532539,-0.58778524,0.68819094
0.95105654,0.26286557,0.16245985
0.95105654,0.26286557,-0.16245985
0.85065079,0.52573109,0
-0.95105654,0.26286557,-0.16245985
-0.95105654,0.26286557,0.16245985
-0.85065079,0.52573109,0
0,0.40335536,0.91504341
0,0.13795224,0.99043888
0,-0.40335536,0.91504341
0,-0.13795224,0.99043888
0.13120037,-0.48444164,0.86492932
0.38361374,-0.37503856,0.84391147
0.78384304,-0.08108629000000001,0.61564201
0.60682517,-0.23708633,0.75865233
0.13120037,0.48444164,0.86492932
0.38361374,0.37503856,0.84391147
0.78384304,0.08108629000000001,0.61564201
0.60682517,0.23708633,0.75865233
-0.13120037,-0.48444164,0.86492932
-0.38361374,-0.37503856,0.84391147
-0.78384304,-0.08108629000000001,0.61564201
-0.60682517,-0.23708633,0.75865233
-0.13120037,0.48444164,0.86492932
-0.38361374,0.37503856,0.84391147
-0.78384304,0.08108629000000001,0.61564201
-0.60682517,0.23708633,0.75865233
0.08108629000000001,0.61564201,0.78384304
0.23708633,0.75865233,0.60682517
0.48444164,0.86492932,0.13120037
0.37503856,0.84391147,0.38361374
0.40335536,0.91504341,0
0.13795224,0.99043888,0
-0.40335536,0.91504341,0
-0.13795224,0.99043888,0
-0.08108629000000001,0.61564201,0.78384304
-0.23708633,0.75865233,0.60682517
-0.48444164,0.86492932,0.13120037
-0.37503856,0.84391147,0.38361374
0.61564201,0.78384304,0.08108629000000001
0.75865233,0.60682517,0.23708633
0.86492932,0.13120037,0.48444164
0.84391147,0.38361374,0.37503856
-0.61564201,0.78384304,0.08108629000000001
-0.75865233,0.60682517,0.23708633
-0.86492932,0.13120037,0.48444164
-0.84391147,0.38361374,0.37503856
-0.08108629000000001,-0.61564201,0.78384304
-0.23708633,-0.75865233,0.60682517
-0.48444164,-0.86492932,0.13120037
-0.37503856,-0.84391147,0.38361374
0.08108629000000001,-0.61564201,0.78384304
0.23708633,-0.75865233,0.60682517
0.48444164,-0.86492932,0.13120037
0.37503856,-0.84391147,0.38361374
-0.61564201,-0.78384304,0.08108629000000001
-0.75865233,-0.60682517,0.23708633
